OBJECTID	FEATUREID	EXCLUDE	latitude	longitude	meanMaxTemp	maxMaxTemp	meanJulyTemp	meanAugTemp	meanSummerTemp	meanDays_18	meanDays_20	meanDays_22	yearsMaxTemp_18	freqMaxTemp_18	yearsMaxTemp_20	freqMaxTemp_20	yearsMaxTemp_22	freqMaxTemp_22	brooktrout_occupied_data	spring_salamander_occupied_data	areasqkm	forest	elevation	fwsopenwater	fwswetland	impervious	developed	deg_barr_all	highresm	highreskm	upstream_culvertcount	forestaction1	forestaction2	forestaction3	forestaction4	damaction1	damaction2	damaction3	culvertaction1	culvertaction2	culvertaction3
570	826371	0	42.72939981	-72.99494517	26.49562004	28.10539758	22.3047825	21.67689681	21.40471978	112	76	42	34	1	34	1	34	1	0	0	15.5592	0.946263304	694.2084045	0	0.010122628	0.166126793	0.024236465	6	2183.213808	2.183213808	1	0.946263304	0.946263304	0.946263304	0.946263304	6	6	0	1	1	0
571	826372	0	42.65825246	-72.57496379	28.02531138	29.35806823	23.89240881	23.27445712	22.96494849	134	106	69	34	1	34	1	34	1	0	0	8.8281	0.887756142	246.9805239	0.000101947	0.006728515	0.869507595	0.049546335	0	3229.721348	3.229721348	2	0.887756142	0.9	0.887756142	0.887756142	0	0	0	2	2	0
572	826376	0	42.64790731	-72.5646002	22.952926	24.63938531	20.05932952	19.47245992	19.14317276	76	33	6	34	1	34	1	29	0	0	0	1.4409	0.41036852	112.4372247	0	0.14803248	14.96064959	0.352904435	1	1682.325306	1.682325306	2	0.41036852	0.9	0.8	0.7	1	1	0	2	2	0
573	826393	0	42.71170328	-72.89542404	21.22645165	22.88349894	18.18496271	17.57925738	17.27210362	38	6	1	34	1	31	0	5	0	0	0	1.5246	0.917945691	497.4983118	0.015938607	0.012396694	0.207792208	0.031286895	0	2256.379849	2.256379849	2	0.917945691	0.917945691	0.917945691	0.917945691	0	0	0	2	2	0
574	826394	0	42.67330458	-72.74713513	21.05625228	22.43539099	18.51914967	17.93157599	17.61617714	44	7	1	34	1	32	0	5	0	0	0	13.4559	0.844692663	440.9504132	0.005217042	0.025884556	0.482643301	0.043341583	0	1296.391625	1.296391625	2	0.844692663	0.9	0.844692663	0.844692663	0	0	0	2	2	0
575	826432	0	42.70234998	-72.88651048	20.58010628	21.91871145	18.09608156	17.48218703	17.18347659	35	5	0	34	1	25	0	0	0	0	0	8.7975	0.854424552	520.9359501	0.010639386	0.031611253	0.552634271	0.051560102	0	840.983884	0.840983884	0	0.854424552	0.9	0.854424552	0.854424552	0	0	0	0	0	0
576	826504	0	42.68423613	-72.79789659	20.15269204	21.57543196	17.37224185	16.78689578	16.46057693	21	3	0	34	1	16	0	0	0	0	0	2.0889	0.837570013	506.025719	0.000430849	0.031882809	0.417923309	0.039638087	0	2956.237869	2.956237869	4	0.837570013	0.9	0.837570013	0.837570013	0	0	0	4	4	0
577	826525	0	42.6751347	-72.73261734	29.43189545	32.48214162	21.14671336	20.43023281	20.21014652	86	49	33	34	1	34	1	34	1	0	0	77.5584	0.86319857	447.950538	0.001334478	0.019100446	0.408071853	0.040533327	1	3231.186129	3.231186129	4	0.86319857	0.9	0.86319857	0.86319857	1	0	1	4	0	4
578	826536	1	42.71583121	-72.94792356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616.806	0.891421776	651.5083579	0.032057081	0.049957685	0.56683398	0.034451513	0	2234.113542	2.234113542	0	0.891421776	0.9	0.891421776	0.891421776	0	0	0	0	0	0
579	826548	0	42.66822943	-72.67774821	21.08076197	22.26480252	18.42068259	17.83814662	17.51941843	43	7	1	34	1	31	0	5	0	0	0	3.8394	0.787154243	293.4607416	0	0.025082044	0.782700422	0.054852321	0	4841.61024	4.84161024	8	0.787154243	0.9	0.8	0.787154243	0	0	0	8	8	0
580	826555	0	42.64883073	-72.60868747	21.42172379	22.98146498	18.73814089	18.1434742	17.81609823	48	9	1	34	1	33	0	9	0	0	0	15.4449	0.791562263	273.546095	0.002330866	0.017015325	0.836489715	0.053551658	0	1022.223856	1.022223856	0	0.791562263	0.9	0.8	0.791562263	0	0	0	0	0	0
581	826556	0	42.65759659	-72.59727097	20.82572453	22.41608941	18.17404043	17.57488598	17.24574057	37	5	1	34	1	28	0	3	0	0	0	2.214	0.865447154	196.301336	0.002845528	0.024390244	0.471544715	0.032113821	0	4111.742839	4.111742839	1	0.865447154	0.9	0.865447154	0.865447154	0	0	0	1	1	0
582	826578	0	42.71463213	-72.99249197	20.32444855	21.93704383	17.62059843	17.01852775	16.71946854	24	3	0	34	1	23	0	0	0	0	0	20.3508	0.954095171	685.9819657	0	0.011100301	0.150937555	0.022731293	0	1841.881929	1.841881929	1	0.954095171	0.954095171	0.954095171	0.954095171	0	0	0	1	0	1
583	826579	0	42.72755028	-72.9830518	20.31390268	22.04524393	17.6148899	17.01158704	16.7130494	24	3	1	34	1	19	0	1	0	0	0	1.701	0.968253968	596.8748641	0.004761905	0.034920635	0.125925926	0.028571429	5	2678.763129	2.678763129	1	0.968253968	0.968253968	0.968253968	0.968253968	5	5	0	1	1	0
584	826588	0	42.65336778	-72.64683729	22.22697598	23.47846172	19.35676003	18.76016658	18.43753654	62	20	3	34	1	34	1	21	0	0	0	2.7351	0.853899309	245.53055	0	0.026324449	0.381704508	0.027640671	0	4135.402868	4.135402868	3	0.853899309	0.9	0.853899309	0.853899309	0	0	0	3	3	0
585	826597	0	42.6771514	-72.7747881	20.70561667	21.98789629	18.15812003	17.55517673	17.24172501	36	4	0	34	1	26	0	0	0	0	0	6.8049	0.810078032	487.3791021	0.010183838	0.046290173	0.584314244	0.052903055	88	2556.294502	2.556294502	4	0.810078032	0.9	0.810078032	0.810078032	88	88	0	4	4	0
586	826598	0	42.67663717	-72.7627461	20.82365913	22.0482723	18.33175746	17.72890743	17.41275412	41	5	1	34	1	29	0	4	0	0	0	10.4958	0.824644143	459.9516267	0.00668839	0.031555479	0.543303035	0.044503516	2	2373.519814	2.373519814	2	0.824644143	0.9	0.824644143	0.824644143	2	2	0	2	2	0
587	826599	0	42.66506804	-72.72169151	21.45483573	22.84228214	18.9592852	18.3633122	18.04298398	54	11	2	34	1	33	0	9	0	0	0	79.1208	0.863226863	445.7762833	0.001308126	0.018768769	0.416564292	0.040904541	0	764.0452055	0.764045206	1	0.863226863	0.9	0.863226863	0.863226863	0	0	0	1	0	1
588	826600	0	42.66816467	-72.71666918	23.20527607	24.67420791	20.01263642	19.43310714	19.11770772	76	36	6	34	1	34	1	32	0	0	0	139.9977	0.866457092	435.2647717	0.003960065	0.020681054	0.629611772	0.045090741	0	1406.259974	1.406259974	0	0.866457092	0.9	0.866457092	0.866457092	0	0	0	0	0	0
589	826619	0	42.7154431	-73.00942054	21.08532433	22.75459198	16.99533106	16.35128292	16.07436764	14	2	1	34	1	32	0	7	0	0	0	2.3247	0.994579946	716.9333397	0	0.025938831	0	0	4	2106.197717	2.106197717	0	0.994579946	0.994579946	0.994579946	0.994579946	4	4	0	0	0	0
590	826651	0	42.72017501	-72.95948076	20.50692016	22.00116782	17.7792377	17.17788678	16.87251301	27	3	1	34	1	26	0	1	0	0	0	2.6874	0.899531145	503.6418217	0.017079705	0.005023443	0.48158071	0.050234427	0	3625.213345	3.625213345	3	0.899531145	0.9	0.899531145	0.899531145	0	0	0	3	3	0
591	826652	0	42.7058686	-72.95257748	20.7061688	22.3025055	18.07940402	17.47545158	17.18270574	35	4	1	34	1	27	0	1	0	0	0	30.7917	0.948411423	635.3911928	0.001841405	0.011077661	0.205945109	0.026042732	0	413.6046027	0.413604603	1	0.948411423	0.948411423	0.948411423	0.948411423	0	0	0	1	0	1
592	826653	0	42.66380921	-72.737752	20.9727439	22.28548355	18.07958498	17.48904949	17.16736973	36	6	1	34	1	30	0	3	0	0	0	1.4697	0.886099204	348.4798495	0	0.002449479	0.369259032	0.04654011	0	3400.262657	3.400262657	3	0.886099204	0.9	0.886099204	0.886099204	0	0	0	3	3	0
593	826666	0	42.70756774	-72.98250212	19.99726347	21.62131539	17.14384877	16.5470902	16.25740018	16	3	0	34	1	17	0	0	0	0	0	23.4873	0.95355788	671.4546655	0.000344867	0.01214699	0.142161934	0.023259378	0	1244.566536	1.244566536	0	0.95355788	0.95355788	0.95355788	0.95355788	0	0	0	0	0	0
594	826667	0	42.7228199	-72.97236327	20.19139573	22.37316862	17.31247833	16.70522738	16.41041079	18	3	1	34	1	20	0	1	0	0	0	2.9799	0.939293265	567.6366678	0	0.012987013	0.250679553	0.02718212	28	2606.016094	2.606016094	2	0.939293265	0.939293265	0.939293265	0.939293265	28	28	0	2	2	0
595	826668	0	42.70096952	-72.89692596	20.66005772	22.69433864	17.77005554	17.1475662	16.85266662	29	3	1	34	1	28	0	2	0	0	0	11.0169	0.851237644	512.9438191	0.014541296	0.029245977	0.546769055	0.050731149	28	2641.778753	2.641778753	2	0.851237644	0.9	0.851237644	0.851237644	28	28	0	2	2	0
596	826669	0	42.69435784	-72.88684718	20.55522474	22.33666629	17.6031502	16.98492122	16.67930007	26	2	1	34	1	24	0	1	0	0	0	1.5282	0.867491166	479.9505231	0.119552415	0.018845701	0	0	0	477.5092286	0.477509229	0	0.867491166	0.9	0.867491166	0.867491166	0	0	0	0	0	0
597	826687	0	42.67536684	-72.79859622	20.65154188	22.19160415	17.97248535	17.37037202	17.05896386	32	4	1	34	1	28	0	1	0	0	0	3.15	0.812	510.0481037	0.021714286	0.073428571	0.566571429	0.060571429	0	4960.501391	4.960501391	7	0.812	0.9	0.812	0.812	0	0	0	7	7	0
598	826697	0	42.69837667	-72.86591724	20.59908853	21.86700153	17.58770052	16.97833682	16.67086225	24	3	0	34	1	26	0	0	0	0	0	2.3184	0.926242236	482.2943077	0	0.024068323	0.158773292	0.029114907	1	2687.099159	2.687099159	0	0.926242236	0.926242236	0.926242236	0.926242236	1	1	0	0	0	0
599	826698	0	42.69539077	-72.85642385	20.7032672	22.08332581	17.71308996	17.11576678	16.80092153	26	4	2	34	1	26	0	2	0	0	0	1.413	0.925477707	479.4230077	0	0.026751592	0.124840764	0.036942675	0	2121.823632	2.121823632	0	0.925477707	0.925477707	0.925477707	0.925477707	0	0	0	0	0	0
600	826726	0	42.66525182	-72.76857101	24.3906327	25.85572963	19.97979515	19.38223784	19.06798077	71	34	13	34	1	34	1	34	1	0	0	2.3211	0.948817371	443.7456329	0.000387747	0.001163242	0.246607212	0.013958899	0	566.9853611	0.566985361	1	0.948817371	0.948817371	0.948817371	0.948817371	0	0	0	1	1	0
601	826738	0	42.66767121	-72.7795322	20.15381943	21.37492158	17.6542908	17.0534871	16.7471534	24	4	0	34	1	20	0	0	0	0	0	0.7704	1	463.7719652	0	0	0	0	0	1549.027065	1.549027065	0	1	1	1	1	0	0	0	0	0	0
602	826754	0	42.66327521	-72.77551801	20.40469003	21.96061618	17.53747963	16.93058909	16.61422477	25	3	0	34	1	24	0	0	0	0	0	0.7857	1	459.4297072	0	0	0	0	0	769.1221086	0.769122109	0	1	1	1	1	0	0	0	0	0	0
603	826769	0	42.69100997	-72.84789325	20.25299633	21.61295412	17.63634198	17.03843175	16.72448099	24	3	0	34	1	21	0	0	0	0	0	1.674	0.800537634	458.7566232	0.000537634	0.030107527	0.58172043	0.068817204	0	1993.843047	1.993843047	2	0.800537634	0.9	0.800537634	0.800537634	0	0	0	2	2	0
604	826770	0	42.68672302	-72.83134868	20.18663732	21.68423877	17.59935025	16.9962099	16.68192516	24	3	0	34	1	20	0	0	0	0	0	3.5415	0.873443456	485.5373201	0.001270648	0.022617535	0.617026684	0.047522236	0	1721.589461	1.721589461	1	0.873443456	0.9	0.873443456	0.873443456	0	0	0	1	1	0
605	826776	0	42.70323281	-72.96551579	20.74796671	22.14712432	17.99749656	17.38309146	17.0873394	34	4	1	34	1	30	0	1	0	0	0	28.0413	0.954263889	648.7685928	0.000385146	0.011682768	0.14702956	0.022595243	0	1596.135172	1.596135172	0	0.954263889	0.954263889	0.954263889	0.954263889	0	0	0	0	0	0
606	826805	0	42.71379234	-72.9076663	20.4069742	22.07774682	17.56450452	16.96457514	16.66769241	24	3	1	34	1	24	0	1	0	0	0	5.6718	0.873214852	501.8304361	0.000476039	0.011424944	0.442557918	0.030149159	14	5073.852204	5.073852204	4	0.873214852	0.9	0.873214852	0.873214852	14	14	0	4	4	0
607	826806	0	42.68817995	-72.89789361	20.69450297	21.94274047	17.92006656	17.34663442	17.03048458	32	4	0	34	1	28	0	0	0	0	0	13.4352	0.858051983	506.2079001	0.026527331	0.02806806	0.537178457	0.044949089	0	885.1603375	0.885160338	1	0.858051983	0.9	0.858051983	0.858051983	0	0	0	1	1	0
608	826807	0	42.64378225	-72.58258382	22.04575147	23.18166696	19.15171833	18.57371404	18.23894206	58	16	2	34	1	34	1	17	0	0	0	13.0005	0.795777085	204.9040609	6.92281E-05	0.038213915	3.765316719	0.122187608	0	2909.804284	2.909804284	2	0.795777085	0.9	0.8	0.795777085	0	0	0	2	2	0
609	826808	0	42.63354131	-72.57050923	21.9878443	23.5367856	19.15235857	18.58574472	18.24714573	58	16	3	34	1	33	0	19	0	0	0	2.8431	0.657803102	115.6341865	0.002532447	0.045584046	7.959480848	0.239632795	0	4111.356688	4.111356688	6	0.657803102	0.9	0.8	0.7	0	0	0	6	6	0
610	826854	0	42.66207648	-72.76151494	20.33101238	21.97982616	17.4218415	16.80893918	16.50366663	22	2	0	34	1	25	0	0	0	0	0	1.9908	0.965641953	412.0841427	0	0.008589512	0.067811935	0.014466546	0	3350.598144	3.350598144	0	0.965641953	0.965641953	0.965641953	0.965641953	0	0	0	0	0	0
611	826867	0	42.65828327	-72.69867572	20.00135672	21.1293261	17.52514755	16.88203018	16.57360476	22	3	0	33	0	19	0	0	0	0	0	1.5066	0.956391876	334.9009262	0	0.053166069	0	0	0	1455.148548	1.455148548	1	0.956391876	0.956391876	0.956391876	0.956391876	0	0	0	1	1	0
612	826868	0	42.64906454	-72.69533105	21.62097391	22.93655841	18.34156123	17.74641293	17.42495699	42	8	1	34	1	33	0	12	0	0	0	1.0233	0.918205805	340.3786083	0	0.018469657	0.156552331	0.009674582	0	1630.966212	1.630966212	1	0.918205805	0.918205805	0.918205805	0.918205805	0	0	0	1	1	0
613	826915	0	42.70145269	-72.91839613	19.42964479	20.66433847	16.91462658	16.2759511	15.97865759	12	2	0	33	0	10	0	0	0	0	0	2.2104	0.818811075	474.9376463	0	0.020358306	0.537052117	0.054153094	0	1978.248526	1.978248526	2	0.818811075	0.9	0.818811075	0.818811075	0	0	0	2	2	0
614	826926	0	42.6876853	-72.90510558	20.92748358	22.24691469	18.45270191	17.84870848	17.54268857	44	6	1	34	1	30	0	5	0	0	0	19.5021	0.864137708	503.2928663	0.018413402	0.022705247	0.508099128	0.040426416	0	677.3936195	0.67739362	0	0.864137708	0.9	0.864137708	0.864137708	0	0	0	0	0	0
615	826927	0	42.65333261	-72.67005464	22.88301953	24.11035023	20.10269635	19.50487664	19.18293322	76	36	4	34	1	34	1	29	0	0	0	1.944	0.634722222	281.8156195	0	0.023611111	1.022685185	0.060648148	0	3197.263981	3.197263981	4	0.634722222	0.9	0.8	0.7	0	0	0	4	4	0
616	826987	0	42.6857077	-72.87441855	20.28509194	21.85072651	17.66799075	17.05564696	16.74926308	26	4	0	34	1	20	0	0	0	0	0	1.4661	0.92203806	477.3555345	0.001227747	0.004297115	0.111724985	0.02946593	0	1940.531599	1.940531599	1	0.92203806	0.92203806	0.92203806	0.92203806	0	0	0	1	1	0
617	826988	0	42.68317106	-72.86177585	20.53574181	21.95406166	17.9545097	17.34065451	17.03821363	33	5	0	34	1	24	0	0	0	0	0	4.8807	0.918310898	469.2954323	0	0.021943574	0.149363821	0.034113959	0	1194.640919	1.194640919	0	0.918310898	0.918310898	0.918310898	0.918310898	0	0	0	0	0	0
618	827000	0	42.64587929	-72.67783763	21.04699481	22.47805859	18.41595782	17.81388472	17.50072112	43	6	1	34	1	30	0	5	0	0	0	1.4436	0.453241895	312.1981621	0.003117207	0.006234414	1.012468828	0.038029925	0	2133.146636	2.133146636	5	0.453241895	0.9	0.8	0.7	0	0	0	5	5	0
619	827015	0	42.67755486	-72.84062647	20.26689763	21.50686632	17.44494187	16.84485093	16.55554863	23	2	0	34	1	22	0	0	0	0	0	5.8878	0.849587282	470.7732359	0.000917151	0.022928768	0.692601651	0.060226231	1	978.7238211	0.978723821	0	0.849587282	0.9	0.849587282	0.849587282	1	1	0	0	0	0
620	827016	0	42.64298063	-72.5937371	21.52674512	23.23248381	18.77314883	18.1962115	17.85602138	50	10	1	34	1	33	0	11	0	0	0	2.7369	0.658993752	121.0694524	0	0.067083196	5.97533706	0.171654061	0	3362.391055	3.362391055	1	0.658993752	0.9	0.8	0.7	0	0	0	1	1	0
621	827017	0	42.62678772	-72.5903851	21.65285213	23.20448083	18.86934374	18.26622206	17.95758617	52	11	2	34	1	33	0	12	0	0	0	17.6238	0.749770197	179.0974674	0.000459606	0.047798999	4.845266061	0.163160045	0	316.48617	0.31648617	2	0.749770197	0.9	0.8	0.749770197	0	0	0	2	2	0
622	827018	0	42.6288114	-72.5844048	21.65030514	23.2116222	18.86173758	18.27856458	17.94540317	50	12	2	34	1	33	0	12	0	0	0	16.2909	0.768410585	186.1226808	0.00049721	0.042815314	4.550687807	0.146124524	1	1044.679425	1.044679425	0	0.768410585	0.9	0.8	0.768410585	1	1	0	0	0	0
623	827071	0	42.67149419	-72.83129241	21.09983347	22.5306143	17.98432885	17.38049026	17.07076766	34	5	1	34	1	31	0	6	0	0	0	2.0331	0.826029216	490.1669215	0.001770695	0.020362992	1.04249668	0.082337317	0	2295.356621	2.295356621	2	0.826029216	0.9	0.826029216	0.826029216	0	0	0	2	2	0
624	827081	0	42.65745537	-72.71755595	21.38081456	22.68294629	18.83425567	18.23923779	17.92295	52	9	1	34	1	33	0	8	0	0	0	221.6781	0.863760561	436.6453549	0.002967817	0.019824692	0.577989436	0.044066599	2	4328.030308	4.328030308	7	0.863760561	0.9	0.863760561	0.863760561	2	0	2	7	0	7
625	827082	0	42.64903618	-72.70711039	21.03756069	22.24232048	18.50287329	17.9031934	17.58827278	45	8	1	34	1	31	0	3	0	0	0	3.1428	0.947594502	322.8746616	0	0.03207331	0.073596793	0.006013746	417	1035.545278	1.035545278	1	0.947594502	0.947594502	0.947594502	0.947594502	417	417	0	1	1	0
626	827120	0	42.67671342	-72.85195444	20.89708804	22.07918999	18.43579206	17.82752537	17.52188149	43	6	1	34	1	30	0	4	0	0	0	1.0881	0.956989247	414.6966451	0	0.019851117	0.152191894	0.004962779	0	1681.95342	1.68195342	1	0.956989247	0.956989247	0.956989247	0.956989247	0	0	0	1	1	0
627	827121	0	42.67136891	-72.84431505	21.44205042	22.91943484	18.43381457	17.82578748	17.52148212	44	8	2	34	1	32	0	8	0	0	0	8.1288	0.843224092	473.5764221	0.001328609	0.02170062	0.799379982	0.068423384	0	419.589274	0.419589274	1	0.843224092	0.9	0.843224092	0.843224092	0	0	0	1	1	0
628	827146	0	42.63552512	-72.6084107	21.83388689	23.20599365	19.34570698	18.74942865	18.42098809	62	18	2	34	1	33	0	15	0	0	0	19.4706	0.777526116	246.6215592	0.002172506	0.032356476	0.942451696	0.053757974	1	2681.423367	2.681423367	4	0.777526116	0.9	0.8	0.777526116	1	1	0	4	4	0
629	827147	0	42.62016383	-72.58719749	22.0039991	23.43647423	19.33947397	18.74977147	18.41680628	62	16	3	34	1	34	1	17	0	0	0	1.1457	0.494108405	94.65494712	0	0.085624509	9.042419482	0.406127258	0	1473.525857	1.473525857	2	0.494108405	0.9	0.8	0.7	0	0	0	2	2	0
630	827158	0	42.64429178	-72.62129558	21.4275063	23.15720886	18.74799804	18.16191274	17.83219525	49	10	1	34	1	33	0	10	0	0	0	137.4129	0.904722919	370.1128041	0.003687427	0.015751796	0.329097923	0.033625664	1	7968.702831	7.968702831	1	0.904722919	0.904722919	0.904722919	0.904722919	1	0	1	1	0	1
631	827196	0	42.64101081	-72.66666309	21.67388008	23.14978482	19.02579402	18.42215484	18.10127354	56	15	2	34	1	33	0	12	0	0	0	4.2822	0.574611181	284.0231155	0.001050862	0.019966372	1.183060109	0.055485498	0	1340.702166	1.340702166	1	0.574611181	0.9	0.8	0.7	0	0	0	1	1	0
632	827211	0	42.69749731	-72.92839569	20.14004931	22.3560563	17.32331716	16.73943317	16.41940936	22	3	1	33	0	18	0	1	0	0	0	2.7423	0.906465376	465.9165077	0	0.007548408	0.333442731	0.040039383	0	3220.940692	3.220940692	3	0.906465376	0.906465376	0.906465376	0.906465376	0	0	0	3	3	0
633	827212	0	42.68233726	-72.91243033	20.5869582	22.39657864	17.687249	17.08042462	16.77495825	26	2	1	34	1	26	0	3	0	0	0	23.7915	0.869756005	495.1746588	0.015093626	0.021108379	0.480650653	0.039757897	0	2389.500846	2.389500846	0	0.869756005	0.9	0.869756005	0.869756005	0	0	0	0	0	0
634	827216	0	42.64641083	-72.71581683	21.75609525	23.07459658	19.26602562	18.67000882	18.34747298	60	20	2	34	1	33	0	15	0	0	0	225.1161	0.86459387	434.7166684	0.002922492	0.020001679	0.573983824	0.043645479	0	468.6677185	0.468667719	0	0.86459387	0.9	0.86459387	0.86459387	0	0	0	0	0	0
635	827233	0	42.64046911	-72.6498676	23.17620031	24.67984412	19.34031799	18.74638276	18.42512132	62	22	4	34	1	34	1	31	0	0	0	1.7073	0.593041645	236.048385	0	0.004217185	0.98313126	0.044280443	4	2234.677837	2.234677837	2	0.593041645	0.9	0.8	0.7	4	4	0	2	2	0
636	827246	0	42.69759592	-72.9813896	20.35294936	21.66114347	17.84849481	17.25882878	16.9499036	31	4	0	34	1	22	0	0	0	0	0	2.1699	0.885109913	523.3494846	0	0	0.155537122	0.05060141	0	1574.631555	1.574631555	1	0.885109913	0.9	0.885109913	0.885109913	0	0	0	1	1	0
637	827247	1	42.69413619	-72.95599979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651.6684	0.893316447	649.0818857	0.030803396	0.047812661	0.550236439	0.034091725	0	6153.234329	6.153234329	2	0.893316447	0.9	0.893316447	0.893316447	0	0	0	2	0	2
638	827248	0	42.64241254	-72.70785639	20.88624823	22.11114381	18.34439654	17.75437047	17.42960175	40	6	1	34	1	30	0	2	0	0	0	3.3759	0.92108771	332.2426398	0.003465742	0.000799787	0.080511864	0.009330845	0	873.1435819	0.873143582	1	0.92108771	0.92108771	0.92108771	0.92108771	0	0	0	1	1	0
639	827264	0	42.6554302	-72.75112326	21.1046141	22.63778476	17.97990884	17.38240086	17.06417552	33	4	1	34	1	30	0	7	0	0	0	1.7298	0.833506764	372.771971	0.106139438	0.046305931	0.056711759	0.034859521	0	2109.521995	2.109521995	0	0.833506764	0.9	0.833506764	0.833506764	0	0	0	0	0	0
640	827265	0	42.65402764	-72.73961284	21.39787134	22.72841424	18.70740973	18.09695789	17.78472528	50	10	2	34	1	32	0	10	0	0	0	1.305	0.991034483	372.9995587	0	0.031724138	0.020689655	0.008965517	0	2052.772901	2.052772901	0	0.991034483	0.991034483	0.991034483	0.991034483	0	0	0	0	0	0
641	827273	0	42.63420313	-72.62822346	21.85368046	23.1461822	19.37291434	18.76683169	18.44351025	61	18	3	34	1	33	0	15	0	0	0	0.8019	0.590347924	109.6475166	0	0.047138047	9.795735129	0.274971942	0	1061.074259	1.061074259	0	0.590347924	0.9	0.8	0.7	0	0	0	0	0	0
642	827274	0	42.62728859	-72.61927754	23.68242461	24.93171179	21.11084432	20.50234454	20.16410773	95	56	12	34	1	34	1	33	0	0	0	157.3938	0.88764424	353.8589463	0.003488066	0.017983555	0.408149495	0.036104345	0	876.184925	0.876184925	0	0.88764424	0.9	0.88764424	0.88764424	0	0	0	0	0	0
643	827301	0	42.63779198	-72.69747678	20.8887195	22.09917909	17.98340376	17.37070066	17.05644043	30	4	1	34	1	31	0	3	0	0	0	1.7046	0.936114044	332.8286248	0.00686378	0.001055966	0	0	0	2603.327461	2.603327461	2	0.936114044	0.936114044	0.936114044	0.936114044	0	0	0	2	2	0
644	827309	0	42.66855467	-72.81796057	20.27473248	21.93059559	17.47326341	16.84765994	16.54847945	23	3	0	34	1	21	0	0	0	0	0	1.7055	0.793667546	483.7075775	0	0.004221636	0.707124011	0.059630607	0	1988.482045	1.988482045	1	0.793667546	0.9	0.8	0.793667546	0	0	0	1	1	0
645	827310	0	42.66541831	-72.80917032	20.28934223	21.88526136	17.36970522	16.75519354	16.46716847	20	2	0	34	1	22	0	0	0	0	0	1.4508	0.845533499	488.7519934	0	0	0.318858561	0.024813896	0	1708.2309	1.7082309	1	0.845533499	0.9	0.845533499	0.845533499	0	0	0	1	1	0
646	827318	0	42.62929873	-72.648866	27.29761454	29.20678938	20.57604489	19.96873059	19.65427472	81	42	15	34	1	34	1	34	1	0	0	11.4903	0.63335161	274.7433029	0.000626615	0.02224485	1.034933814	0.046917835	0	443.6044691	0.443604469	0	0.63335161	0.9	0.8	0.7	0	0	0	0	0	0
647	827327	0	42.69086691	-72.93442139	21.32048059	23.00610682	18.18439764	17.58658253	17.29251761	36	6	1	34	1	31	0	9	0	0	0	1.9341	0.832014891	457.2484755	0	0.021405305	0.531409958	0.036295952	0	2990.036711	2.990036711	3	0.832014891	0.9	0.832014891	0.832014891	0	0	0	3	3	0
648	827328	0	42.67992326	-72.92291775	21.45558832	23.22545011	18.45106197	17.83375842	17.53216903	42	7	2	34	1	33	0	9	0	0	0	26.7705	0.87322239	491.0289568	0.013414019	0.019532695	0.474970583	0.040443772	0	538.3907053	0.538390705	0	0.87322239	0.9	0.87322239	0.87322239	0	0	0	0	0	0
649	827329	0	42.63462863	-72.65788263	22.16958938	23.44407259	19.12138024	18.5239275	18.2049996	58	16	1	34	1	34	1	20	0	0	0	10.431	0.652372735	279.87668	0.00069025	0.024417601	1.03848145	0.048231234	93	3113.814431	3.113814431	3	0.652372735	0.9	0.8	0.7	93	93	0	3	3	0
650	827338	0	42.66726531	-72.84859439	20.51369343	21.75256976	18.01058596	17.40410378	17.10530146	32	4	0	34	1	24	0	0	0	0	0	9.8946	0.856649081	461.1713962	0.001091504	0.020010915	0.73103511	0.064671639	0	855.5185241	0.855518524	0	0.856649081	0.9	0.856649081	0.856649081	0	0	0	0	0	0
651	827349	0	42.64959943	-72.72651987	21.16336813	22.63607982	18.49653809	17.89410973	17.5774152	46	8	1	34	1	31	0	6	0	0	0	1.3167	0.967190704	295.3037457	0	0	0.551606288	0.02734108	1	2308.464816	2.308464816	3	0.967190704	0.967190704	0.967190704	0.967190704	1	1	0	3	3	0
652	827350	0	42.63990986	-72.71694268	21.89658651	23.27965679	19.21976988	18.62235538	18.31598903	59	18	2	34	1	34	1	16	0	0	0	229.0815	0.865299468	432.6196328	0.002922977	0.019682951	0.568145835	0.043161058	0	741.831227	0.741831227	0	0.865299468	0.9	0.865299468	0.865299468	0	0	0	0	0	0
653	827353	0	42.66056515	-72.84209863	20.18691165	21.83877954	17.53883482	16.94148628	16.62479177	24	3	0	34	1	22	0	0	0	0	0	0.9792	0.984375	481.6045306	0	0.001838235	0.059742647	0.014705882	0	870.9270961	0.870927096	1	0.984375	0.984375	0.984375	0.984375	0	0	0	1	1	0
654	827354	0	42.62385539	-72.60746079	21.51134331	22.85733754	18.9786545	18.38161502	18.05138817	54	12	2	34	1	33	0	10	0	0	0	0.8424	0.254273504	83.36426854	0.001068376	0.057692308	3.575854701	0.158119658	0	1533.477083	1.533477083	1	0.254273504	0.9	0.8	0.7	0	0	0	1	1	0
